id_transacao,data_venda,cliente_id,nome_cliente,idade_cliente,genero_cliente,cidade_cliente,estado_cliente,renda_estimada,produto_id,nome_produto,categoria,marca,preco_unitario,quantidade,subtotal,desconto_percent,desconto_valor,valor_final,regiao,canal_venda,custo_produto,margem_lucro,vendedor_id,comissao_vendedor,mes,trimestre,dia_semana,periodo_dia,status_entrega,avaliacao_produto,tempo_entrega_dias,forma_pagamento,parcelas
TXN00002318,2023-03-13,CLI000606,Ana Costa,34,M,Belém,PE,18615,PRD009,Carregador Wireless,Gaming,Microsoft,473.94,4,1895.76,19,360.19,1535.57,Nordeste,App Mobile,208.29,0.25,VEN014,412.03,4,4,Terça,Manhã,Processando,2.2,13,Cartão Débito,6
TXN00002319,2024-08-19,CLI001473,Felipe Nascimento,35,M,Goiânia,PE,4060,PRD016,Apple Watch,Monitores,JBL,6325.54,4,25302.16,28,7084.6,18217.56,Centro-Oeste,Marketplace,1910.73,0.4,VEN039,498.59,8,4,Terça,Tarde,Em Trânsito,1.3,6,Boleto,6
TXN00002320,2023-09-11,CLI000036,Felipe Nascimento,63,M,Belo Horizonte,CE,9988,PRD087,Chromecast,Monitores,Dell,7606,2,15212,3,456.36,14755.64,Nordeste,Online,5157.87,0.38,VEN002,158.46,6,3,Sexta,Manhã,Em Trânsito,2.5,7,PIX,5
TXN00002321,2024-01-01,CLI000103,Marcos Ribeiro,47,M,João Pessoa,SP,8301,PRD094,Power Bank,Monitores,Nintendo,3787.05,5,18935.25,3,568.06,18367.19,Norte,App Mobile,2182.08,0.32,VEN020,277.8,12,1,Terça,Tarde,Em Trânsito,4.1,9,Boleto,12
TXN00002322,2024-01-01,CLI000656,Eduardo Gomes,39,F,Fortaleza,PR,5724,PRD074,Dell XPS 13,Periféricos,Microsoft,4292.3,1,4292.3,1,42.92,4249.38,Norte,Marketplace,2161.39,0.19,VEN018,126.76,7,3,Sexta,Noite,Em Trânsito,4.8,8,Cartão Débito,1
TXN00002323,2024-05-13,CLI000371,Mariana Cardoso,28,F,Porto Alegre,PR,2980,PRD076,iPad Pro,Acessórios,Samsung,2552.46,1,2552.46,9,229.72,2322.74,Norte,Marketplace,1442.1,0.58,VEN031,447.67,7,4,Segunda,Noite,Entregue,3.2,6,Cartão Crédito,8
TXN00002324,2024-05-11,CLI000270,Rodrigo Castro,46,M,São Paulo,PR,18130,PRD037,Kindle Paperwhite,Smartphones,Fitbit,7231.89,5,36159.45,30,10847.84,25311.62,Sudeste,Loja Física,4865.06,0.38,VEN033,167.9,8,1,Segunda,Tarde,Entregue,3.5,1,PIX,9
TXN00002325,2024-04-09,CLI001180,Mariana Cardoso,46,F,Porto Alegre,BA,15754,PRD038,Smartwatch Garmin,Monitores,Dell,7347.25,4,29389,5,1469.45,27919.55,Sudeste,Marketplace,3664.62,0.51,VEN030,354.92,7,1,Quarta,Noite,Em Trânsito,2.3,3,Cartão Débito,1
TXN00002326,2024-11-01,CLI001258,Mariana Cardoso,60,M,Rio de Janeiro,SP,13135,PRD067,Webcam HD,Smartphones,Apple,5391.91,2,10783.82,24,2588.12,8195.7,Centro-Oeste,Marketplace,2163.9,0.57,VEN022,376.76,1,3,Segunda,Manhã,Em Trânsito,2.6,15,Cartão Crédito,10
TXN00002327,2024-09-18,CLI001463,Simone Dias,48,F,Fortaleza,CE,18299,PRD078,Power Bank,Armazenamento,Nintendo,4022.02,5,20110.1,15,3016.51,17093.58,Centro-Oeste,Telefone,2284.47,0.46,VEN030,358.89,10,2,Segunda,Noite,Em Trânsito,3.6,14,Cartão Débito,2
TXN00002328,2024-11-20,CLI001511,Lucia Ferreira,22,M,Goiânia,CE,5939,PRD085,iPhone 15,Wearables,Xiaomi,1256.65,1,1256.65,8,100.53,1156.12,Norte,Marketplace,698.53,0.38,VEN006,378.72,5,4,Sábado,Manhã,Processando,1.5,8,PIX,3
TXN00002329,2024-04-29,CLI000863,Simone Dias,40,F,Rio de Janeiro,PR,14119,PRD066,Smartwatch Garmin,Monitores,Sony,4178.2,2,8356.4,25,2089.1,6267.3,Sudeste,Online,1970.42,0.3,VEN049,417.71,4,1,Segunda,Tarde,Entregue,4.7,2,Cartão Crédito,7
TXN00002330,2024-03-01,CLI000398,Roberto Lima,22,M,Brasília,RJ,5987,PRD031,MacBook Air,Armazenamento,Garmin,5154.74,1,5154.74,15,773.21,4381.53,Norte,Online,2999.19,0.26,VEN020,194.97,1,2,Sexta,Manhã,Processando,2.9,8,Boleto,4
TXN00002331,2023-01-17,CLI001889,Felipe Nascimento,61,F,Rio de Janeiro,PE,10408,PRD067,Smartphone Xiaomi,Acessórios,Garmin,3288.72,5,16443.6,10,1644.36,14799.24,Nordeste,App Mobile,1712.97,0.38,VEN001,204.25,11,3,Segunda,Tarde,Entregue,1.6,9,Cartão Débito,10
TXN00002332,2023-03-09,CLI000144,Antonio Pereira,53,F,Fortaleza,RJ,9387,PRD051,Nintendo Switch,Monitores,JBL,5032.62,4,20130.48,20,4026.1,16104.38,Sul,Marketplace,3190.1,0.33,VEN030,84.39,4,3,Quarta,Tarde,Entregue,1.2,5,Cartão Crédito,11
TXN00002333,2024-10-26,CLI001352,Carlos Souza,55,M,Curitiba,CE,3750,PRD049,iPad Pro,Wearables,Xiaomi,4892.41,2,9784.82,12,1174.18,8610.64,Nordeste,Telefone,1792.96,0.46,VEN002,246.43,7,2,Quinta,Tarde,Processando,1.5,12,PIX,7
TXN00002334,2024-10-04,CLI001864,Simone Dias,31,F,Porto Alegre,SC,4149,PRD088,Teclado Mecânico,Tablets,Garmin,6021.94,3,18065.82,30,5419.75,12646.07,Nordeste,Marketplace,3172.7,0.46,VEN014,267.56,9,4,Sexta,Manhã,Processando,4.5,12,Boleto,3
TXN00002335,2023-09-07,CLI000869,Fernanda Rocha,37,F,Vitória,PE,14541,PRD034,AirPods Pro,Audio,Apple,3072.41,2,6144.82,14,860.27,5284.55,Centro-Oeste,Loja Física,1781.69,0.22,VEN012,346.38,11,1,Quarta,Noite,Processando,4.5,8,Cartão Débito,5
TXN00002336,2023-11-18,CLI001357,Marcos Ribeiro,51,M,Manaus,SP,8123,PRD081,Sony WH-1000XM5,Armazenamento,Garmin,3890.52,4,15562.08,15,2334.31,13227.77,Sudeste,Telefone,1259.92,0.47,VEN041,463.63,8,4,Sábado,Tarde,Em Trânsito,4.5,10,Cartão Crédito,3
TXN00002337,2023-09-16,CLI001955,Marcos Ribeiro,62,M,Aracaju,PE,14318,PRD087,Samsung Galaxy S24,Periféricos,Logitech,5496.41,1,5496.41,17,934.39,4562.02,Nordeste,Online,2286.68,0.52,VEN047,217.22,9,4,Domingo,Manhã,Processando,4.6,7,PIX,8
TXN00002338,2024-06-20,CLI000444,Patricia Alves,45,F,Salvador,SP,13986,PRD075,Kindle Paperwhite,Audio,Fitbit,7362.26,4,29449.04,9,2650.41,26798.63,Sudeste,Marketplace,2796.19,0.41,VEN026,412.53,7,2,Sábado,Tarde,Em Trânsito,3.7,4,PIX,4
TXN00002339,2023-08-24,CLI001427,Felipe Nascimento,42,M,Maceió,SP,15884,PRD039,Fone JBL,Tablets,Dell,6834.56,4,27338.24,1,273.38,27064.86,Centro-Oeste,Online,4083.62,0.41,VEN008,71.11,11,3,Quinta,Tarde,Processando,3.7,4,Cartão Débito,5
TXN00002340,2024-04-09,CLI000277,Beatriz Araújo,69,F,Maceió,MG,17893,PRD087,Suporte Celular,Tablets,Xiaomi,4587.3,2,9174.6,23,2110.16,7064.44,Centro-Oeste,Marketplace,2304.81,0.56,VEN050,382.62,12,1,Terça,Manhã,Processando,2.6,10,Cartão Débito,11
TXN00002341,2024-05-23,CLI000142,Rodrigo Castro,30,F,Florianópolis,MG,3615,PRD049,Webcam HD,Periféricos,Dell,7694.41,5,38472.05,18,6924.97,31547.08,Norte,Telefone,3548.02,0.57,VEN028,227.41,2,4,Domingo,Tarde,Entregue,2.8,14,Cartão Crédito,1
TXN00002342,2024-11-25,CLI001592,Felipe Nascimento,60,M,Maceió,RS,3876,PRD059,Teclado Mecânico,Acessórios,Dell,4215.82,4,16863.28,26,4384.45,12478.83,Sul,Telefone,1841.34,0.27,VEN030,91,11,4,Sexta,Noite,Processando,3.2,14,Cartão Débito,8
TXN00002343,2023-01-06,CLI000010,Carla Mendes,56,F,Natal,SC,12872,PRD021,Fone JBL,Notebooks,Logitech,5511.62,5,27558.1,16,4409.3,23148.8,Sul,Telefone,3457.73,0.25,VEN037,475,1,2,Quarta,Tarde,Em Trânsito,1.3,8,Boleto,4
TXN00002344,2024-01-07,CLI001637,Felipe Nascimento,45,M,Teresina,MG,4304,PRD038,Fitbit Charge,Wearables,Apple,3175.82,5,15879.1,24,3810.98,12068.12,Sudeste,Marketplace,1884.14,0.45,VEN025,462.76,12,3,Sexta,Manhã,Processando,3.1,7,Boleto,5
TXN00002345,2024-09-08,CLI000093,Eduardo Gomes,40,F,Belo Horizonte,RJ,19898,PRD059,MacBook Air,Monitores,Xiaomi,6719.44,1,6719.44,27,1814.25,4905.19,Centro-Oeste,Online,3163.68,0.33,VEN014,276.21,3,4,Domingo,Tarde,Em Trânsito,1.1,11,Boleto,2
TXN00002346,2023-06-22,CLI001647,Patricia Alves,41,M,Brasília,CE,4954,PRD046,Kindle Paperwhite,Wearables,Apple,1969.01,2,3938.02,14,551.32,3386.7,Sudeste,Loja Física,800,0.35,VEN021,90.56,10,3,Quinta,Manhã,Processando,2.5,5,Boleto,2
TXN00002347,2024-06-05,CLI001928,Mariana Cardoso,34,F,Belo Horizonte,GO,8878,PRD076,Nintendo Switch,Wearables,Dell,288.09,3,864.27,19,164.21,700.06,Norte,Loja Física,127.87,0.3,VEN040,331.4,1,4,Segunda,Noite,Entregue,4.5,2,Cartão Crédito,7
TXN00002348,2023-05-03,CLI000669,Beatriz Araújo,64,F,Florianópolis,PE,12937,PRD083,iPhone 15,Audio,Microsoft,611.27,3,1833.81,16,293.41,1540.4,Sudeste,App Mobile,186.89,0.29,VEN033,274.5,5,3,Terça,Manhã,Entregue,2.6,9,Boleto,3
TXN00002349,2024-02-17,CLI000294,Ricardo Martins,35,M,Natal,PE,7711,PRD075,Dell XPS 13,Audio,Apple,645.33,3,1935.99,19,367.84,1568.15,Norte,Marketplace,313.07,0.22,VEN028,280.71,11,1,Sexta,Tarde,Entregue,4.2,11,Boleto,1
TXN00002350,2023-05-31,CLI000413,Simone Dias,69,F,São Paulo,SC,13022,PRD048,Monitor 4K,Acessórios,Dell,5854.54,1,5854.54,27,1580.73,4273.81,Sul,Marketplace,3485.35,0.26,VEN047,468.12,12,1,Quinta,Manhã,Em Trânsito,2.9,4,Boleto,12
TXN00002351,2024-05-11,CLI000675,Ricardo Martins,33,M,Natal,CE,6599,PRD024,Samsung Galaxy S24,Audio,Sony,3622.86,5,18114.3,19,3441.72,14672.58,Sul,App Mobile,1366.47,0.43,VEN036,312.3,10,1,Quarta,Tarde,Processando,4.4,6,Cartão Débito,4
TXN00002352,2024-02-19,CLI001228,Juliana Barbosa,64,F,Rio de Janeiro,PE,11849,PRD045,Capa iPhone,Acessórios,Dell,7453.82,3,22361.46,26,5813.98,16547.48,Nordeste,Telefone,4852.11,0.27,VEN047,344.29,12,2,Terça,Manhã,Entregue,2.4,12,PIX,12
TXN00002353,2023-09-11,CLI000928,Ricardo Martins,69,F,Manaus,PR,9426,PRD070,Samsung Galaxy S24,Audio,JBL,6102.29,1,6102.29,19,1159.44,4942.85,Norte,Loja Física,3351.83,0.19,VEN046,260.7,10,3,Quinta,Tarde,Processando,3.6,3,PIX,9
TXN00002354,2023-10-06,CLI001332,Fernanda Rocha,63,M,Manaus,MG,13804,PRD077,iPad Pro,Smartphones,Apple,4073.66,3,12220.98,9,1099.89,11121.09,Centro-Oeste,Online,2472.5,0.57,VEN010,120.48,1,2,Terça,Tarde,Processando,4.8,8,Boleto,5
TXN00002355,2024-07-19,CLI001008,Roberto Lima,67,F,Natal,MG,4344,PRD067,Xbox Series X,Notebooks,Amazon,2554.82,5,12774.1,10,1277.41,11496.69,Centro-Oeste,Loja Física,1406.32,0.49,VEN003,343.97,12,1,Quinta,Manhã,Em Trânsito,5,11,Cartão Crédito,8
TXN00002356,2023-08-26,CLI001726,Antonio Pereira,33,M,João Pessoa,BA,3769,PRD067,Teclado Mecânico,Acessórios,Nintendo,696.18,2,1392.36,9,125.31,1267.05,Sudeste,Marketplace,221.07,0.57,VEN001,304.92,10,3,Segunda,Noite,Entregue,1.3,5,PIX,3
TXN00002357,2023-12-17,CLI000609,Carla Mendes,46,F,Belém,RS,7665,PRD066,SSD 1TB,Audio,Microsoft,1964.92,2,3929.84,20,785.97,3143.87,Nordeste,Telefone,1045.65,0.2,VEN023,210.66,12,2,Terça,Noite,Processando,3.7,10,Cartão Débito,10
TXN00002358,2024-06-02,CLI001186,Juliana Barbosa,70,M,João Pessoa,BA,15410,PRD075,Smartwatch Garmin,Periféricos,Samsung,4154.18,5,20770.9,23,4777.31,15993.59,Sudeste,Telefone,2834.5,0.54,VEN022,291.12,8,4,Quarta,Tarde,Processando,2.2,7,Cartão Crédito,5
TXN00002359,2023-06-04,CLI001495,Patricia Alves,61,M,Brasília,MG,9281,PRD065,Carregador Wireless,Monitores,Samsung,2508.23,5,12541.15,19,2382.82,10158.33,Centro-Oeste,Loja Física,1595.97,0.56,VEN009,60.58,5,4,Quinta,Tarde,Entregue,1.4,1,Boleto,7
TXN00002360,2024-05-26,CLI001983,Antonio Pereira,44,F,Teresina,PE,12471,PRD078,Nintendo Switch,Wearables,Garmin,772.16,2,1544.32,24,370.64,1173.68,Sul,Online,462.89,0.2,VEN018,202.39,1,4,Sábado,Manhã,Em Trânsito,4.2,2,Boleto,8
TXN00002361,2024-09-20,CLI000553,Ana Costa,39,F,São Paulo,BA,2277,PRD027,Webcam HD,Wearables,Logitech,323.22,5,1616.1,14,226.25,1389.85,Sudeste,Loja Física,136.73,0.37,VEN002,202.05,6,4,Segunda,Tarde,Processando,2.5,4,Cartão Crédito,8
TXN00002362,2023-10-06,CLI001862,Patricia Alves,66,M,Natal,MG,13908,PRD017,Carregador Wireless,Notebooks,Apple,3359.34,5,16796.7,10,1679.67,15117.03,Sudeste,App Mobile,1749.71,0.33,VEN024,182.56,3,1,Sexta,Tarde,Entregue,4.5,8,Cartão Débito,9
TXN00002363,2023-12-04,CLI000045,João Silva,38,F,Manaus,CE,8506,PRD046,Samsung Galaxy S24,Monitores,Dell,334.21,4,1336.84,10,133.68,1203.16,Centro-Oeste,Marketplace,231.08,0.48,VEN002,419.63,7,4,Terça,Noite,Processando,1,15,Cartão Crédito,7
TXN00002364,2023-06-29,CLI001545,Eduardo Gomes,24,M,Maceió,SC,13015,PRD030,Smartphone Xiaomi,Gaming,Logitech,6939.3,5,34696.5,9,3122.68,31573.82,Norte,Online,4165.7,0.28,VEN025,356.74,5,2,Sexta,Manhã,Processando,3.8,1,Cartão Crédito,7
TXN00002365,2023-06-21,CLI000935,Eduardo Gomes,40,F,Porto Alegre,RJ,5826,PRD083,Samsung Galaxy S24,Armazenamento,Microsoft,5858.34,5,29291.7,17,4979.59,24312.11,Sudeste,App Mobile,2266.62,0.55,VEN019,172.77,4,2,Domingo,Noite,Entregue,2.3,12,Boleto,6
TXN00002366,2023-11-25,CLI001728,Eduardo Gomes,58,M,Vitória,SC,10983,PRD018,Fitbit Charge,Tablets,Xiaomi,1337.6,4,5350.4,15,802.56,4547.84,Sul,Marketplace,693.15,0.39,VEN022,246.14,12,3,Domingo,Tarde,Processando,2.7,8,Cartão Crédito,1
TXN00002367,2024-01-20,CLI001705,Simone Dias,34,M,Curitiba,GO,12983,PRD060,Película Protetora,Wearables,Samsung,213.64,5,1068.2,19,202.96,865.24,Centro-Oeste,Marketplace,107.79,0.36,VEN034,389.84,3,3,Domingo,Tarde,Processando,3.5,11,PIX,9
TXN00002368,2023-11-27,CLI000476,João Silva,20,M,São Paulo,SP,3697,PRD076,Webcam HD,Periféricos,JBL,7532.01,5,37660.05,28,10544.81,27115.24,Sudeste,Marketplace,2954.46,0.19,VEN019,183.6,11,1,Segunda,Manhã,Entregue,1.8,13,PIX,7
TXN00002369,2024-11-07,CLI001173,Beatriz Araújo,38,M,Recife,MG,17559,PRD049,Tablet Samsung,Monitores,Garmin,2601.41,4,10405.64,29,3017.64,7388,Sudeste,Telefone,1035.67,0.39,VEN022,405.61,9,2,Quarta,Tarde,Em Trânsito,1.7,11,Boleto,9
TXN00002370,2023-11-18,CLI000896,João Silva,49,M,Rio de Janeiro,MG,17221,PRD062,Kindle Paperwhite,Tablets,Apple,5240.69,2,10481.38,4,419.26,10062.12,Sul,Marketplace,3245.89,0.25,VEN018,225.91,9,1,Quarta,Noite,Em Trânsito,3.9,11,Boleto,1
TXN00002371,2024-07-06,CLI001194,Roberto Lima,52,F,Florianópolis,SC,9804,PRD066,PlayStation 5,Audio,Nintendo,4637.58,2,9275.16,6,556.51,8718.65,Norte,Loja Física,2560.99,0.44,VEN042,454.59,3,4,Segunda,Manhã,Entregue,4,10,Cartão Crédito,2
TXN00002372,2024-10-29,CLI001771,Eduardo Gomes,37,M,Brasília,RJ,17914,PRD093,Teclado Mecânico,Gaming,Logitech,7357.42,5,36787.1,17,6253.81,30533.29,Sudeste,Marketplace,4346.96,0.54,VEN003,416.87,7,2,Segunda,Manhã,Em Trânsito,2.7,2,Cartão Débito,4
TXN00002373,2023-08-10,CLI001105,Simone Dias,39,M,Natal,SC,4778,PRD044,Película Protetora,Audio,Garmin,4026.02,5,20130.1,2,402.6,19727.5,Centro-Oeste,Online,2670.62,0.24,VEN044,455.47,8,4,Sexta,Manhã,Processando,4,11,Cartão Crédito,3
TXN00002374,2024-03-12,CLI001989,Antonio Pereira,56,M,Belém,PE,16608,PRD009,Webcam HD,Smartphones,Xiaomi,5484.08,1,5484.08,14,767.77,4716.31,Norte,App Mobile,3690.1,0.42,VEN035,447.98,9,2,Domingo,Noite,Em Trânsito,3,8,Cartão Crédito,8
TXN00002375,2023-04-21,CLI000381,Maria Santos,40,F,Rio de Janeiro,BA,18184,PRD033,Dell XPS 13,Periféricos,Nintendo,6378.67,5,31893.35,29,9249.07,22644.28,Sudeste,Marketplace,3504.83,0.27,VEN022,64.22,10,4,Quarta,Tarde,Processando,2.7,3,Cartão Débito,11
TXN00002376,2024-07-18,CLI000105,Carla Mendes,68,F,São Paulo,PR,9087,PRD085,SSD 1TB,Acessórios,Microsoft,5583.91,5,27919.55,0,0,27919.55,Sul,Telefone,3701.93,0.53,VEN045,374.6,10,3,Quinta,Manhã,Em Trânsito,2.3,5,Cartão Débito,6
TXN00002377,2023-09-27,CLI001426,Rodrigo Castro,65,F,Teresina,CE,14659,PRD008,Nintendo Switch,Acessórios,Fitbit,3442.83,3,10328.49,13,1342.7,8985.79,Sudeste,Loja Física,2402.09,0.45,VEN031,464.81,8,2,Terça,Noite,Processando,2.9,2,PIX,8
TXN00002378,2024-01-14,CLI000465,Fernanda Rocha,66,F,Florianópolis,GO,9328,PRD001,Monitor 4K,Monitores,Samsung,3186.07,5,15930.35,15,2389.55,13540.8,Centro-Oeste,Online,1127.16,0.44,VEN019,255.98,8,2,Terça,Manhã,Processando,1.5,4,Cartão Débito,2
TXN00002379,2023-09-21,CLI000014,Felipe Nascimento,28,F,Maceió,RJ,15893,PRD095,Apple Watch,Armazenamento,Garmin,5841.37,2,11682.74,29,3387.99,8294.75,Nordeste,Marketplace,1806.8,0.33,VEN041,313.43,10,3,Terça,Tarde,Processando,1.3,8,Cartão Débito,12
TXN00002380,2024-05-02,CLI000726,Felipe Nascimento,37,F,Vitória,RJ,6274,PRD007,Dell XPS 13,Gaming,Samsung,3179.45,2,6358.9,22,1398.96,4959.94,Sul,App Mobile,1001.39,0.6,VEN043,448.06,8,2,Sábado,Tarde,Processando,4.8,7,Cartão Débito,6
TXN00002381,2024-05-12,CLI000625,Simone Dias,40,M,Belo Horizonte,PE,7148,PRD011,Samsung Galaxy S24,Gaming,Nintendo,2659.88,5,13299.4,6,797.96,12501.44,Sudeste,App Mobile,1455.6,0.31,VEN038,329.93,4,4,Sábado,Tarde,Entregue,4.5,14,PIX,11
TXN00002382,2024-03-19,CLI001320,Eduardo Gomes,42,M,João Pessoa,RJ,5262,PRD011,iPhone 15,Periféricos,Fitbit,6468.74,5,32343.7,11,3557.81,28785.89,Sudeste,Loja Física,2977.46,0.23,VEN005,442.03,2,3,Segunda,Noite,Entregue,4.6,1,Boleto,1
TXN00002383,2024-09-17,CLI001380,Ana Costa,42,M,Rio de Janeiro,CE,17756,PRD077,Dell XPS 13,Gaming,JBL,3861.87,1,3861.87,22,849.61,3012.26,Norte,Telefone,2064.91,0.16,VEN007,213.81,11,1,Segunda,Tarde,Entregue,3.7,4,Cartão Crédito,4
TXN00002384,2023-03-09,CLI001169,Beatriz Araújo,29,F,Curitiba,RS,4396,PRD040,AirPods Pro,Armazenamento,Sony,2486.55,4,9946.2,10,994.62,8951.58,Sul,Marketplace,751.65,0.53,VEN008,72.24,6,4,Segunda,Noite,Em Trânsito,3.3,6,Cartão Débito,7
TXN00002385,2024-04-08,CLI000531,Lucia Ferreira,54,M,Maceió,SP,13847,PRD017,iPhone 15,Periféricos,Apple,6587.46,1,6587.46,22,1449.24,5138.22,Norte,Online,4090.07,0.46,VEN014,91.64,12,4,Terça,Noite,Processando,1.9,10,Cartão Débito,1
TXN00002386,2024-12-20,CLI001831,Felipe Nascimento,36,M,Goiânia,SP,19369,PRD072,Kindle Paperwhite,Periféricos,Sony,3428.07,2,6856.14,25,1714.04,5142.11,Norte,Marketplace,1920.35,0.39,VEN030,238.77,6,2,Domingo,Tarde,Entregue,3.7,1,Cartão Crédito,5
TXN00002387,2023-10-23,CLI001209,Juliana Barbosa,46,F,Manaus,RJ,8984,PRD057,Kindle Paperwhite,Notebooks,Xiaomi,4251.81,2,8503.62,6,510.22,7993.4,Sudeste,App Mobile,1982.6,0.2,VEN045,307.92,10,1,Terça,Manhã,Em Trânsito,4.5,3,Boleto,4
TXN00002388,2024-11-02,CLI001995,Maria Santos,25,M,Aracaju,MG,4095,PRD020,Fone JBL,Acessórios,Fitbit,3236.96,1,3236.96,1,32.37,3204.59,Norte,Marketplace,1751.95,0.5,VEN030,291.75,8,3,Sexta,Manhã,Processando,4.1,8,Cartão Crédito,4
TXN00002389,2024-01-31,CLI000868,Marcos Ribeiro,67,F,Porto Alegre,MG,13667,PRD011,Smartphone Xiaomi,Audio,Amazon,2596.08,2,5192.16,22,1142.28,4049.88,Sudeste,Loja Física,1430.78,0.33,VEN020,403.73,1,2,Segunda,Noite,Processando,4.8,6,Cartão Crédito,4
TXN00002390,2024-10-14,CLI000018,Carla Mendes,33,M,Recife,GO,6817,PRD095,Nintendo Switch,Armazenamento,Apple,2539.27,3,7617.81,19,1447.38,6170.43,Centro-Oeste,Marketplace,1254.99,0.52,VEN044,150.29,10,3,Sexta,Manhã,Entregue,2.5,1,Cartão Débito,4
TXN00002391,2023-01-30,CLI000408,Marcos Ribeiro,35,F,Campo Grande,BA,11546,PRD042,Película Protetora,Smartphones,JBL,5664.6,4,22658.4,8,1812.67,20845.73,Sul,Telefone,3556.75,0.32,VEN028,378.91,9,3,Domingo,Manhã,Em Trânsito,4.1,7,Cartão Débito,9
TXN00002392,2023-11-28,CLI001773,Carla Mendes,49,F,Maceió,RS,12101,PRD027,Apple Watch,Audio,Amazon,7278.01,1,7278.01,30,2183.4,5094.61,Nordeste,Loja Física,3959.63,0.56,VEN035,373.63,3,3,Terça,Manhã,Processando,2.5,9,Cartão Crédito,10
TXN00002393,2024-11-06,CLI000263,Simone Dias,36,M,Florianópolis,PR,2902,PRD074,iPad Pro,Periféricos,Dell,5481.64,1,5481.64,12,657.8,4823.84,Sul,Loja Física,3256.45,0.44,VEN012,280.81,5,2,Segunda,Manhã,Entregue,1.3,11,PIX,10
TXN00002394,2024-02-27,CLI001499,Lucia Ferreira,57,F,João Pessoa,MG,14204,PRD062,iPhone 15,Wearables,Apple,7649.63,2,15299.26,13,1988.9,13310.36,Nordeste,Online,4622.22,0.16,VEN008,173.97,9,1,Domingo,Manhã,Entregue,4.4,9,PIX,11
TXN00002395,2023-07-27,CLI001714,Maria Santos,43,F,Manaus,RS,14680,PRD066,Power Bank,Periféricos,Nintendo,5973.11,3,17919.33,25,4479.83,13439.5,Norte,Telefone,4049.03,0.35,VEN006,152.18,7,3,Domingo,Manhã,Processando,4,10,Cartão Débito,9
TXN00002396,2024-04-11,CLI001374,Maria Santos,24,M,Teresina,PE,5586,PRD100,Samsung Galaxy S24,Smartphones,Apple,5354.23,3,16062.69,13,2088.15,13974.54,Sul,App Mobile,3260.27,0.3,VEN023,90.56,10,1,Quarta,Manhã,Em Trânsito,1.4,9,Cartão Crédito,4
TXN00002397,2023-06-17,CLI000381,Maria Santos,40,F,Rio de Janeiro,BA,18184,PRD050,Cabo USB-C,Tablets,Xiaomi,5162.07,5,25810.35,18,4645.86,21164.49,Sul,Loja Física,2079.46,0.38,VEN033,468.75,3,2,Quinta,Manhã,Em Trânsito,4.7,4,Cartão Crédito,10
TXN00002398,2024-03-01,CLI001655,Mariana Cardoso,66,M,Rio de Janeiro,GO,8895,PRD095,Kindle Paperwhite,Acessórios,Fitbit,4632.32,4,18529.28,15,2779.39,15749.89,Norte,Loja Física,2071.09,0.53,VEN001,346.81,8,1,Quinta,Noite,Em Trânsito,3.2,1,PIX,9
TXN00002399,2023-06-01,CLI001921,Lucia Ferreira,36,F,Vitória,MG,2609,PRD031,iPhone 15,Tablets,Amazon,2043,3,6129,24,1470.96,4658.04,Nordeste,Online,862.13,0.38,VEN033,92.81,4,1,Terça,Noite,Entregue,3,15,Cartão Débito,5
TXN00002400,2023-12-22,CLI000835,Beatriz Araújo,62,F,Vitória,PR,6957,PRD070,Mouse Logitech,Notebooks,JBL,2700.35,3,8101.05,13,1053.14,7047.91,Norte,Loja Física,1837.3,0.22,VEN043,249.31,5,1,Terça,Noite,Em Trânsito,2.8,9,Cartão Crédito,11
TXN00002401,2024-03-28,CLI000054,Antonio Pereira,59,M,Florianópolis,BA,19349,PRD009,Xbox Series X,Armazenamento,Dell,2715.19,5,13575.95,11,1493.35,12082.6,Sudeste,Telefone,1826.36,0.51,VEN024,331.23,11,3,Sábado,Noite,Processando,2,2,Boleto,1
TXN00002402,2023-09-26,CLI000405,Pedro Oliveira,47,F,Fortaleza,PE,12158,PRD077,iPhone 15,Smartphones,JBL,7923.79,5,39618.95,27,10697.12,28921.83,Centro-Oeste,Marketplace,4172.62,0.5,VEN027,134.53,11,2,Terça,Manhã,Entregue,1.5,8,PIX,10
TXN00002403,2023-09-09,CLI001422,João Silva,51,F,Teresina,SC,13691,PRD021,Nintendo Switch,Acessórios,Nintendo,6279.94,2,12559.88,15,1883.98,10675.9,Centro-Oeste,App Mobile,2776.18,0.33,VEN022,405.16,3,3,Sexta,Noite,Entregue,1.1,13,Cartão Crédito,6
TXN00002404,2023-12-10,CLI000980,João Silva,46,F,Fortaleza,MG,11495,PRD055,Webcam HD,Tablets,Apple,7066.14,4,28264.56,20,5652.91,22611.65,Sul,App Mobile,3501.58,0.52,VEN030,493,11,2,Terça,Noite,Entregue,3.7,9,Cartão Débito,9
TXN00002405,2024-09-19,CLI001114,Beatriz Araújo,24,M,João Pessoa,CE,11108,PRD043,Echo Dot,Audio,Microsoft,1242.49,2,2484.98,27,670.94,1814.04,Sudeste,Loja Física,585.44,0.36,VEN042,281.46,12,3,Segunda,Tarde,Em Trânsito,1.6,11,PIX,10
